url,doc_id,title,audience,category,language,academic_year,document_version,license_or_permission
https://usth.edu.vn/thong-bao-thu-phi-gia-han-dao-tao-nam-hoc-2025-2026-31390/,phi-gia-han-dao-tao-2025-2026,Phí gia hạn đào tạo USTH năm học 2025-2026,student,training-extension-fee,vi,2025-2026,not-stated,public-source
