url,doc_id,title,audience,category,language,document_version,license_or_permission
https://usth.edu.vn/chinh-sach-hoc-bong-cua-usth-8361/,chinh-sach-hoc-bong-nguon,Chính sách học bổng USTH,all,scholarship,vi,not-stated,public-source
